scenario,sigma_xl,sigma_hm,horizon,time,population_path_error,labor_market_error_independent,final_production_log_error_independent,inference_identity_log_error_independent,automated_service_log_error_independent,research_ces_log_error_independent,capability_law_log_error_independent,capital_price_error_independent,net_interest_error_independent,wage_foc_log_error_independent,ai_price_foc_log_error_independent,ai_share_error_independent,research_price_log_error_independent,human_demand_log_error_independent,automated_service_demand_log_error_independent,automated_share_quantity_error_independent,automated_share_expenditure_error_independent,research_scale_foc_log_error_independent,research_compute_foc_log_error_independent,research_human_foc_log_error_independent,resource_constraint_error_independent,profit_shadow_ratio_error_independent,static_max_abs_error,monopoly_foc_log_error_independent,monopoly_soc_margin_independent,rhs_capital_growth,rhs_capability_growth,rhs_consumption_growth,rhs_shadow_growth,stored_capital_rate_error,stored_capability_rate_error,stored_consumption_rate_error,stored_shadow_rate_error,ai_share_independent,automated_research_share_independent,inference_output_share_independent,research_output_share_independent,human_population_share_independent,profit_shadow_ratio_independent,net_interest_rate_independent,bounded_exp_min_argument,bounded_exp_max_argument,bounded_exp_clipping_count,fd_capital_growth,fd_capital_growth_residual,fd_capability_growth,fd_capability_growth_residual,fd_consumption_growth,fd_consumption_growth_residual,fd_shadow_growth,fd_shadow_growth_residual
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,20.0,0.0,0.0,0.0,0.0,0.0,-1.865174681370263e-14,2.220446049250313e-16,0.0,0.0,8.326672684688674e-17,0.0,0.0,0.0,3.019806626980426e-14,0.0,-7.105427357601002e-15,0.0,-3.885780586188048e-16,6.661338147750939e-16,-3.086420008457935e-14,-1.1102230246251565e-16,3.469446951953614e-18,3.086420008457935e-14,6.314393452555578e-16,0.1962874721684203,0.006576027990983814,0.0021869270388964303,0.008835944769688499,0.005963346893261015,0.0,0.0,0.0,-3.469446951953614e-18,0.461878077470484,0.35,0.04025567955883842,0.00020060657830139173,0.0010322537307404158,0.03071951298370474,0.0368359447696885,-9.849236898110885,0.06666730806626209,0.0,0.006576149487340775,1.2149635696123706e-07,0.0021869267873985427,-2.514978876197449e-10,0.00883602482821735,8.005852885142883e-08,0.005963411258072257,6.43648112421194e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,22.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,-2.042810365310288e-14,2.220446049250313e-16,0.0,0.0,1.1102230246251565e-16,-4.440892098500626e-16,-1.1102230246251565e-16,0.0,3.019806626980426e-14,0.0,-6.8833827526759706e-15,2.220446049250313e-16,1.6653345369377348e-16,9.71445146547012e-16,-2.9976021664879227e-14,-1.1102230246251565e-16,6.938893903907228e-18,3.019806626980426e-14,7.147060721024445e-16,0.19624092745447164,0.007499664625657758,0.002186036546365746,0.009433955695524222,0.006451774491855147,0.0,0.0,0.0,0.0,0.46181746274932955,0.35,0.04023157880634656,0.0001996920896224523,0.0010274373031257515,0.030829158645423474,0.037433955695524226,-9.846942867778797,0.05423958921327157,0.0,0.007499556003705006,-1.0862195275185282e-07,0.0021860367727387668,2.2637302058911568e-10,0.009433883011698316,-7.268382590588929e-08,0.006451715968271565,-5.852358358256898e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,24.0,0.0,0.0,0.0,0.0,0.0,-1.9539925233402755e-14,2.220446049250313e-16,0.0,0.0,1.6653345369377348e-16,-4.440892098500626e-16,0.0,0.0,3.019806626980426e-14,0.0,-6.8833827526759706e-15,2.220446049250313e-16,2.220446049250313e-16,5.828670879282072e-16,-3.042011087472929e-14,-1.1102230246251565e-16,0.0,3.042011087472929e-14,8.743006318923108e-16,0.19617064019194075,0.008290574115742251,0.002185381674236868,0.009945329271306515,0.006869510291639746,0.0,0.0,0.0,0.0,0.46172595265508276,0.35,0.04019520323867148,0.00019884751169733347,0.001022922549452454,0.030922842262470194,0.03794532927130652,-9.845349591178447,0.0409074478333927,0.0,0.008290547434505746,-2.668123650489962e-08,0.002185381714582498,4.034563004864933e-11,0.009945312592107125,-1.667919938969087e-08,0.006869496503940181,-1.378769956452558e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,26.0,0.0,0.0,0.0,0.0,0.0,-1.9539925233402755e-14,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,3.019806626980426e-14,0.0,-7.105427357601002e-15,0.0,1.1102230246251565e-16,3.885780586188048e-16,-2.9976021664879227e-14,0.0,3.469446951953614e-18,3.019806626980426e-14,-8.604228440844963e-16,0.19608003391767076,0.008966235908094991,0.002184927373256337,0.01038165105532702,0.007225914102233371,0.0,0.0,0.0,3.469446951953614e-18,0.4616080314627485,0.35,0.040148345773152815,0.00019806233482548975,0.0010186645795785408,0.031002792036965706,0.038381651055327023,-9.844357028074361,0.026802444238584633,0.0,0.008966363948852921,1.280407579302978e-07,0.002184927127042264,-2.462140730012663e-10,0.010381735263548169,8.42082211495454e-08,0.007225982398739643,6.829650627156181e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,28.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,-1.687538997430238e-14,4.440892098500626e-16,0.0,0.0,2.7755575615628914e-16,-4.440892098500626e-16,-5.551115123125783e-17,0.0,2.6645352591003757e-14,0.0,-6.106226635438361e-15,1.6653345369377348e-16,-2.220446049250313e-16,4.440892098500626e-16,-2.6645352591003757e-14,-2.220446049250313e-16,3.469446951953614e-18,2.6645352591003757e-14,9.08995101411847e-16,0.19597208664354782,0.009542327247020477,0.0021846433059814095,0.010753256574332175,0.0075293652995272395,0.0,0.0,0.0,-3.469446951953614e-18,0.4614676048313199,0.35,0.04009256987689404,0.00019732754559525373,0.001014624910712024,0.03107096624338624,0.03875325657433218,-9.843878074915194,0.012038894331725558,0.0,0.00954231976713436,-7.47988611674022e-09,0.002184643323947742,1.7966332414853792e-11,0.010753251163765049,-5.4105671262738575e-09,0.007529360968764774,-4.33076246565689e-09
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,30.0,0.0,0.0,0.0,0.0,0.0,-1.687538997430238e-14,-2.220446049250313e-16,0.0,0.0,1.6653345369377348e-16,0.0,0.0,0.0,2.5757174171303632e-14,0.0,-5.9396931817445875e-15,0.0,-1.6653345369377348e-16,9.43689570931383e-16,-2.5757174171303632e-14,-1.1102230246251565e-16,6.938893903907228e-18,2.5757174171303632e-14,-9.71445146547012e-17,0.19584936765445937,0.010032709915555722,0.0021845034082053627,0.011069247533271674,0.007787263707763913,0.0,0.0,0.0,-6.938893903907228e-18,0.46130804545476445,0.35,0.04002922684389317,0.00019663546166463457,0.0010107707560105318,0.031129068586933394,0.03906924753327168,-9.843837516914064,-0.0032846713804216,0.0,0.0100326331692076,-7.674634812208925e-08,0.00218450354572558,1.375202174358492e-10,0.011069197576398042,-4.995687363264223e-08,0.0077872229189000055,-4.078886390711939e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,32.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-14,-2.220446049250313e-16,0.0,0.0,1.6653345369377348e-16,-4.440892098500626e-16,0.0,0.0,2.7533531010703882e-14,0.0,-6.328271240363392e-15,-5.551115123125783e-17,3.3306690738754696e-16,1.7208456881689926e-15,-2.6645352591003757e-14,-1.1102230246251565e-16,0.0,2.7533531010703882e-14,4.718447854656915e-16,0.19571407535166524,0.010449482245907235,0.002184485456375546,0.011337542559806506,0.008006061760812692,0.0,0.0,0.0,0.0,0.4611322410481828,0.35,0.039959474375438675,0.00019597957722315937,0.0010070743594177564,0.03117856681704753,0.03933754255980651,-9.84417094752477,-0.019084017550711818,0.0,0.010449543820809214,6.157490197930549e-08,0.0021844853437228157,-1.1265273045998891e-10,0.011337582892531593,4.033272508682795e-08,0.00800609464547484,3.288466214786123e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,34.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,-1.687538997430238e-14,0.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.0,2.7533531010703882e-14,0.0,-6.328271240363392e-15,-5.551115123125783e-17,1.1102230246251565e-16,-3.0531133177191805e-16,-2.6867397195928788e-14,-1.1102230246251565e-16,-6.938893903907228e-18,2.7533531010703882e-14,-1.2628786905111156e-15,0.1955681014146034,0.010803237944055431,0.0021845703812660264,0.011565054840753757,0.008191403182641267,0.0,0.0,0.0,1.3877787807814457e-17,0.4609426771859708,0.35,0.03988430924023927,0.00019535434651279872,0.0010035120675562412,0.03122073173142387,0.03956505484075376,-9.844822910329649,-0.035286712640161394,0.0,0.010803280935828897,4.299177346588079e-08,0.002184570306727,-7.453902642687305e-11,0.011565082617485562,2.777673180527629e-08,0.008191425918281684,2.273564041720133e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,36.0,0.0,0.0,0.0,0.0,0.0,-1.7763568394002505e-14,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,2.6645352591003757e-14,0.0,-6.106226635438361e-15,-1.6653345369377348e-16,-4.440892098500626e-16,-5.828670879282072e-16,-2.7755575615628914e-14,0.0,0.0,2.7755575615628914e-14,-1.8041124150158794e-16,0.19541306815772436,0.011103194311101156,0.0021847418681045392,0.01175778503232413,0.00834819425558541,0.0,0.0,0.0,6.938893903907228e-18,0.46074148567907885,0.35,0.039804586404732334,0.00019475505306783104,0.0010000637693820178,0.031256658845971404,0.03975778503232413,-9.845745816663712,-0.05183067963364038,0.0,0.011103149050002918,-4.5261098237381336e-08,0.0021847419470666252,7.89620860017215e-11,0.011757755587710039,-2.944461409068455e-08,0.008348170144414122,-2.4111171288698774e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,38.0,0.0,0.0,0.0,0.0,0.0,-1.687538997430238e-14,-2.220446049250313e-16,0.0,0.0,1.6653345369377348e-16,0.0,0.0,0.0,2.6645352591003757e-14,0.0,-5.717648576819556e-15,-2.220446049250313e-16,3.885780586188048e-16,-1.6653345369377348e-16,-2.5757174171303632e-14,0.0,0.0,2.6645352591003757e-14,7.494005416219807e-16,0.19525035361617302,0.011357271371885205,0.0021849860882192165,0.011920879986716905,0.008480648393657739,0.0,0.0,0.0,0.0,0.4605304773060712,0.35,0.03972103207108712,0.0001941777193645723,0.0009967125086966621,0.031287282566883824,0.03992087998671691,-9.84689922108047,-0.06866322221839921,0.0,0.011357301416262016,3.00443768110753e-08,0.0021849860361542444,-5.206497212528749e-11,0.01192089960260378,1.9615886874893573e-08,0.008480664479003688,1.608534594930988e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,40.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,-1.5987211554602254e-14,-4.440892098500626e-16,0.0,0.0,-5.551115123125783e-17,0.0,0.0,0.0,2.5757174171303632e-14,0.0,-6.106226635438361e-15,0.0,-1.6653345369377348e-16,3.885780586188048e-16,-2.5757174171303632e-14,0.0,0.0,2.5757174171303632e-14,-1.8041124150158794e-16,0.19508113417632306,0.011572299053766673,0.0021852912564440615,0.01205877058630065,0.00859239661782523,0.0,0.0,0.0,0.0,0.46031119747142235,0.35,0.039634265861513335,0.0001936189724442146,0.0009934439092395158,0.03131340358052434,0.040058770586300654,-9.848248580492829,-0.0857393796720895,0.0,0.011571843377416577,-4.5567635009562124e-07,0.0021852920262695947,7.698255331811676e-10,0.01205847550925242,-2.950770482297582e-07,0.008592154329246628,-2.4228857860297826e-07
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,42.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,-1.5987211554602254e-14,-4.440892098500626e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,2.4868995751603507e-14,0.0,-5.717648576819556e-15,0.0,-1.6653345369377348e-16,-8.326672684688674e-16,-2.531308496145357e-14,-1.1102230246251565e-16,0.0,2.531308496145357e-14,-4.996003610813204e-16,0.1949064237703938,0.011754218393779534,0.0021856472271527595,0.012175304506810765,0.008686594668129308,0.0,0.0,0.0,0.0,0.4600849774155507,0.35,0.03954482124404084,0.00019307592353418605,0.0009902456600921882,0.03133571453278077,0.04017530450681077,-9.849764111061656,-0.1030204167818139,0.0,0.011754106152228617,-1.1224155091645038e-07,0.00218564741828493,1.9113217042052155e-10,0.012175231830337759,-7.267647300635005e-08,0.008686535043529866,-5.962459944178211e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,44.0,0.0,0.0,-2.7755575615628914e-16,0.0,0.0,-1.5987211554602254e-14,-2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0.0,0.0,0.0,2.398081733190338e-14,0.0,-5.551115123125783e-15,-5.551115123125783e-17,2.7755575615628914e-16,-4.996003610813204e-16,-2.3314683517128287e-14,2.220446049250313e-16,-6.938893903907228e-18,2.398081733190338e-14,7.077671781985373e-16,0.19472702794109167,0.011907765369423916,0.0021860459629721592,0.012273549653665748,0.008765760549588511,0.0,0.0,0.0,6.938893903907228e-18,0.4598528752659671,0.35,0.03945312242987514,0.0001925462863551485,0.0009871080200144794,0.03135476588666919,0.04027354965366575,-9.851422137836568,-0.12047559057581675,0.0,0.011908262300742755,4.969313188388919e-07,0.0021860451253525315,-8.376196277380676e-10,0.012273870816605068,3.211629393193305e-07,0.008766024231036961,2.636814484500982e-07
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,46.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,-1.509903313490213e-14,-2.220446049250313e-16,0.0,0.0,1.1102230246251565e-16,0.0,5.551115123125783e-17,0.0,2.398081733190338e-14,0.0,-5.551115123125783e-15,-5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,-2.398081733190338e-14,0.0,0.0,2.398081733190338e-14,-4.996003610813204e-16,0.19454371236675877,0.01203749182167213,0.0021864798164489634,0.012356446083989024,0.008832308644909588,0.0,0.0,0.0,0.0,0.4596158946386535,0.35,0.039359570956725626,0.00019202790544636426,0.000984021805749352,0.031371083851928015,0.04035644608398903,-9.85320014989831,-0.1380756752756827,0.0,0.012037229234239027,-2.6258743310303423e-07,0.0021864802512309442,4.3478198081745023e-10,0.01235627658665912,-1.6949732990420574e-07,0.008832169269490148,-1.3937541944002152e-07
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,48.0,0.0,0.0,-1.6653345369377348e-16,0.0,0.0,-1.4210854715202004e-14,-4.440892098500626e-16,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,-1.1102230246251565e-16,0.0,2.3092638912203256e-14,0.0,-5.551115123125783e-15,-5.551115123125783e-17,4.440892098500626e-16,9.992007221626409e-16,-2.3314683517128287e-14,0.0,0.0,2.3314683517128287e-14,-2.636779683484747e-16,0.19435708532498258,0.012147023168101755,0.002186942725267386,0.012426335318557379,0.008888162687394528,0.0,0.0,0.0,0.0,0.4593748329135602,0.35,0.0392644858788157,0.0001915190737452529,0.0009809797444388267,0.03138508664039414,0.04042633531855738,-9.855080262092866,-0.15579747170504954,0.0,0.012147074041918945,5.087381719018347e-08,0.002186942642194128,-8.30732579081006e-11,0.01242636808808275,3.276952537101252e-08,0.008888189657115592,2.6969721064057373e-08
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,50.0,0.0,0.0,0.0,0.0,0.0,-1.5987211554602254e-14,2.220446049250313e-16,0.0,0.0,0.0,-4.440892098500626e-16,0.0,0.0,2.398081733190338e-14,0.0,-5.717648576819556e-15,0.0,1.1102230246251565e-16,2.7755575615628914e-16,-2.4202861936828413e-14,-1.1102230246251565e-16,0.0,2.4202861936828413e-14,1.2628786905111156e-15,0.19416763644347484,0.012239283336537995,0.002187429822610399,0.012485106168075681,0.008934875233188026,0.0,0.0,0.0,0.0,0.4591303319440955,0.35,0.03916812402340729,0.00019101842236640297,0.0009779760045671507,0.03139711084730493,0.040485106168075685,-9.857048072415406,-0.17362232601537803,0.0,0.012239547734960604,2.6439842260896074e-07,0.0021874293830515756,-4.3955882336743635e-10,0.0124852766560645,1.7048798881848237e-07,0.008935015345143172,1.4011195514571084e-07
axm_complements_sigma_xl_075_hm_1,0.75,1.0,4500.0,52.0,0.0,0.0,-5.551115123125783e-17,0.0,0.0,-1.4210854715202004e-14,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-14,0.0,-4.9404924595819466e-15,1.6653345369377348e-16,-3.3306690738754696e-16,-1.1934897514720433e-15,-2.2648549702353193e-14,0.0,6.938893903907228e-18,2.2648549702353193e-14,-2.095545958979983e-15,0.19397583839496357,0.012317117353829884,0.002187936401211227,0.012534592217113873,0.008973953647144164,0.0,0.0,0.0,0.0,0.45888300969880974,0.35,0.039070732026443455,0.00019052463941201945,0.0009750049974705777,0.031407483021884924,0.04053459221711388,-9.859089673360176,-0.19153222429750985,0.0,0.012316892417625744,-2.249362041403108e-07,0.002187936770873357,3.696621298995839e-10,0.012534447250309454,-1.4496680441830612e-07,0.008973834407286023,-1.1923985814184246e-07
